,ald001,am001,ic001,ptsa,ptsa_dil_x_10,DMF
769,50,27.51724138,35,20.8,0,66.68275862
770,50,27.51724138,35,40,0,47.48275862
771,50,27.51724138,50,0,16,56.48275862
772,50,27.51724138,50,20.8,0,51.68275862
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
773,50,27.51724138,50,40,0,32.48275862
774,50,28.13793103,20,0,16,85.86206897
775,50,28.13793103,20,20.8,0,81.06206897
776,50,28.13793103,20,40,0,61.86206897
777,50,28.13793103,35,0,16,70.86206897
778,50,28.13793103,35,20.8,0,66.06206897
779,50,28.13793103,35,40,0,46.86206897
780,50,28.13793103,50,0,16,55.86206897
781,50,28.13793103,50,20.8,0,51.06206897
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
782,50,28.13793103,50,40,0,31.86206897
783,50,28.75862069,20,0,16,85.24137931
784,50,28.75862069,20,20.8,0,80.44137931
785,50,28.75862069,20,40,0,61.24137931
786,50,28.75862069,35,0,16,70.24137931
787,50,28.75862069,35,20.8,0,65.44137931
788,50,28.75862069,35,40,0,46.24137931
789,50,28.75862069,50,0,16,55.24137931
790,50,28.75862069,50,20.8,0,50.44137931
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
791,50,28.75862069,50,40,0,31.24137931
792,50,29.37931034,20,0,16,84.62068966
793,50,29.37931034,20,20.8,0,79.82068966
794,50,29.37931034,20,40,0,60.62068966
795,50,29.37931034,35,0,16,69.62068966
796,50,29.37931034,35,20.8,0,64.82068966
797,50,29.37931034,35,40,0,45.62068966
798,50,29.37931034,50,0,16,54.62068966
799,50,29.37931034,50,20.8,0,49.82068966
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
800,50,29.37931034,50,40,0,30.62068966
801,50,30,20,0,16,84
802,50,30,20,20.8,0,79.2
803,50,30,20,40,0,60
804,50,30,35,0,16,69
805,50,30,35,20.8,0,64.2
806,50,30,35,40,0,45
807,50,30,50,0,16,54
808,50,30,50,20.8,0,49.2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
809,50,30,50,40,0,30
